id	doi	title	section_id	section_title	sentence_id	sentence	year	volume	label
10.1002/asi.24279-4-020	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	20	"To guarantee the quality of our constructed data set , we filtered all microblog posts by two rules : first , there is only one hashtag per post ; second , the hashtag is inside a post , that is , containing neither the first nor the last word of a post ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-021	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	21	Then we removed all the “ # ” symbols in hashtags before keyphrase extraction .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-022	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	22	"For both Twitter data sets , we randomly sampled 80 % for training , 10 % for development , and the other 10 % for testing ."	2020	"Volume71, Issue5"	ResearchResult
10.1002/asi.24279-4-023	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	23	Table 4 reports the statistics of the two data sets .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-024	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	24	We preprocessed both Twitter data sets with the Twitter NLP tool44 http : //www.cs.cmu.edu/ark/TweetNLP/ for tokenization .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-025	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	25	"Since there are no spaces between words in hashtags , we use some strategies to segment hashtags ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-026	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	26	There are two kinds of hashtags in the data sets .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-027	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	27	"One is the “ multi‐word ” that contains both capitals and lowercase , the other is the “ single‐word ” in all lowercase or capitals ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-028	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	28	Table 5 shows the statistic information of “ single‐word ” and “ multi‐word ” in two Twitter data sets .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-029	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	29	"If a hashtag is a “ multi‐word , ” we segment hashtags with two patterns , first is ( capital ) ? ( lowercase ) + , which represents one capital followed by one or more lowercases , second is ( capital ) + , which represents one or more capitals ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-030	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	30	"When doing hashtag segmentation , the first pattern is utilized first and then the second pattern is applied ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-031	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	31	"For instance , for the hashtag “ LondonMarathon , ” the first pattern is utilized and the hashtag is divided into two words “ london ” and “ marathon. ” For the hashtag “ MTPDaily , ” the first pattern is utilized first to match the word “ daily , ” and then the second pattern is applied to match the word “ mtp. ” Meanwhile , if a hashtag is a “ single‐word , ” it also may consist of more than one word ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-032	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	32	"If a “ single‐word ” consists of one word , it is called “ one‐word single‐word. ” Otherwise , it is called “ self‐invented word , ” which means the word is invented by users ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-4-033	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	33	The proportion of “ self‐invented word ” is small in data sets .	2020	"Volume71, Issue5"	ResearchResult
10.1002/asi.24279-4-034	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	4	Data Set	34	"For instance , in the Daily‐life data set 96.52 % hashtags are “ multi‐words ” and “ one‐word single‐word. ” In “ The Impact of Character Embedding on OOV Words ” , qualitative analyses demonstrate that the character‐level word embedding has the ability to identify “ self‐invented word ."	2020	"Volume71, Issue5"	ResearchResult
10.1002/asi.24279-5-001	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	1	"For keyphrase taggers based on BiLSTM , we follow Zhang et al ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-002	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	2	( 2016 ) and set their state size for each direction to 150 .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-003	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	3	Joint‐layer taggers employ the same hyperparameters according to Zhang et al .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-004	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	4	( 2016 ) .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-005	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	5	The character‐level word embedding layer employs the same hyperparameters according to Jebbara and Cimiano ( 2017 ) .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-006	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	6	The state size of the conversation context encoders share the same settings with keyphrase taggers .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-007	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	7	"In training , the entire keyphrase extraction framework uses cross‐entropy loss and the RMSprop optimizer ( Graves , 2013 ) for parameter updating ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-008	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	8	We initialized input feature map I for target post and I r for the conversation context by embeddings pretrained on a large‐scale external microblog collection from Twitter .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-009	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	9	Twitter embeddings were trained on 99 M tweets with 27B tokens and 4.6 M words in the vocabulary .	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-010	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	10	Conditional Random Field .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-011	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	11	"CRF ( Lafferty , McCallum , & Pereira , 2001 ) is a type of discriminative undirected probabilistic graphical model and can process a sequence‐labeling task ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-012	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	12	Keyphrase extraction is regarded as a sequence labeling task when using the CRF algorithm .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-013	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	13	Word Embedding Model Without Conversation Context Encoders .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-014	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	14	This model only has the keyphrase tagger module .	2020	"Volume71, Issue5"	ResearchProspect
10.1002/asi.24279-5-015	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	15	"Moreover , it merely considers the word embedding information from pretrained word embedding ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-016	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	16	"To analyze whether conversation context encoders and character‐level word embeddings can enhance the performance of keyphrase extraction on social media , this article utilized this model as the baseline ."	2020	"Volume71, Issue5"	ResearchQuestion
10.1002/asi.24279-5-017	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	17	Word Embedding Models With Nonhierarchical Conversation Context Encoders .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-018	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	18	This model consists of two modules : a conversation context encoder and a keyphrase tagger .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-019	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	19	"The conversation context encoder is a nonhierarchical encoder ( Zhang et al. , 2018 ) , which merely captures word‐level features from a conversation context ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-020	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	20	"Formally , given the conversation context , each word is represented as a vector by an embedding layer ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-021	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	21	Then the is fed into the word‐level encoder and the output is obtained directly .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-022	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	22	"Moreover , it merely considers word embedding information from pretrained word embedding in both the conversation context encoder and the keyphrase tagger ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-023	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	23	"This kind of model includes word embedding model with BiLSTM nonhierarchical encoders ( BiLSTM ) , word embedding model with attention‐based BiLSTM nonhierarchical encoders ( Att ( BiLSTM ) ) , and word embedding model with memory network nonhierarchical encoders ( MemNN ) ."	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-024	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	24	Word Embedding Model With Hierarchical Conversation Context Encoder .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-025	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	25	This model consists of two modules : a hierarchical conversation context encoder and a keyphrase tagger .	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-026	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	26	The hierarchical conversation context encoder captures word‐level features and sentence‐level features from a conversation context synchronously .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-027	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	27	"In addition , it only considers word embedding information in both conversation context encoders and keyphrase taggers ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-028	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	28	This model is utilized to prove the effectivity of the hierarchical conversation context encoder .	2020	"Volume71, Issue5"	ResearchResult
10.1002/asi.24279-5-029	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	29	"This kind of model includes word embedding models with BiLSTM hierarchical encoders ( H‐BiLSTM ) , word embedding models with attention‐based BiLTSM hierarchical encoders ( H‐Att ( BiLSTM ) ) , and word embedding models with memory network hierarchical encoders ( H‐MemNN ) ."	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-030	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	30	Character‐Level Word Embedding Model With Nonhierarchical Conversation Context Encoder .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-031	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	31	This model consists of two modules : a nonhierarchical conversation context encoder and a keyphrase tagger .	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-032	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	32	The nonhierarchical conversation context encoder merely captures word‐level features from conversation context .	2020	"Volume71, Issue5"	ResearchProspect
10.1002/asi.24279-5-033	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	33	"In both conversation context encoder and keyphrase tagger , we use character‐level word embedding to learn morphological representations by capturing character‐level features ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-034	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	34	This model is utilized to analyze whether character‐level word embedding would promote the performance of keyphrase extraction .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-035	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	35	"Three models in this type are proposed : character‐level word embedding models with BiLSTM nonhierarchical encoders ( BiLSTM‐C ) , character‐level word embedding models with attention‐based BiLSTM nonhierarchical encoders ( Att ( BiLSTM ) ‐C ) , and character‐level word embedding models with memory network nonhierarchical encoders ( MemNN‐C ) ."	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-036	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	36	Character‐Level Word Embedding Model With Hierarchical Conversation Context Encoder .	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-037	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	37	This model consists of two modules : a hierarchical conversation context encoder and a keyphrase tagger .	2020	"Volume71, Issue5"	ResearchMethod
10.1002/asi.24279-5-038	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	38	The hierarchical conversation context encoder has the ability to capture word‐level features and message‐level features from a conversation context .	2020	"Volume71, Issue5"	conclusion
10.1002/asi.24279-5-039	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	39	"In both hierarchical conversation context encoders and keyphrase taggers , we utilize character‐level word embedding to capture character‐level features from conversation contexts and target posts ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-040	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	40	"Hence , this model captures character‐level , word‐level , and message‐level features from conversation context to assist keyphrase extraction from target posts ."	2020	"Volume71, Issue5"	other
10.1002/asi.24279-5-041	10.1002/asi.24279	"Joint Modeling of Characters, Words, and Conversation Contexts for Microblog Keyphrase Extraction"	5	Experimental Setup	41	It is utilized to prove the effectivity of the combination of hierarchical structure encoders and character‐level word embedding .	2020	"Volume71, Issue5"	ResearchResult
